ID,TIMESTAMP,OBJID,UTM_X,UTM_Y,UTM_ANGLE,V,ACC,ACC_LAT,ACC_TAN,CLASS,WIDTH,LENGTH,TRAILER_ID
17,0.533867,23756,619291.48,5809126.55,0.7335853071795864,4.37,0.1221,-0.0819,-0.0905,Car,2.0032,4.7771,
18,0.567233,23756,619291.59,5809126.65,0.7337853071795859,4.37,0.1412,-0.0845,-0.1132,Car,2.0032,4.7771,
19,0.6006,23756,619291.7,5809126.75,0.7338853071795866,4.36,0.1625,-0.0854,-0.1383,Car,2.0032,4.7771,
20,0.633967,23756,619291.8,5809126.84,0.7341853071795859,4.36,0.1861,-0.0843,-0.1659,Car,2.0032,4.7771,
21,0.667333,23756,619291.91,5809126.94,0.7343853071795863,4.35,0.2195,-0.0814,-0.2038,Car,2.0032,4.7771,
22,0.7007,23756,619292.02,5809127.04,0.7347853071795862,4.34,0.2524,-0.0768,-0.2404,Car,2.0032,4.7771,
23,0.734067,23756,619292.13,5809127.14,0.7350853071795864,4.33,0.2712,-0.0706,-0.2618,Car,2.0032,4.7771,
24,0.767433,23756,619292.24,5809127.24,0.7355853071795861,4.33,0.2756,-0.063,-0.2683,Car,2.0032,4.7771,
25,0.8008,23756,619292.34,5809127.34,0.7359853071795861,4.32,0.265,-0.0536,-0.2595,Car,2.0032,4.7771,
26,0.834167,23756,619292.45,5809127.43,0.7365853071795865,4.31,0.264,-0.0425,-0.2606,Car,2.0032,4.7771,
27,0.867533,23756,619292.56,5809127.53,0.7369853071795864,4.3,0.2731,-0.0299,-0.2714,Car,2.0032,4.7771,
28,0.9009,23756,619292.67,5809127.63,0.7374853071795862,4.29,0.2682,-0.016,-0.2677,Car,2.0032,4.7771,
29,0.934267,23756,619292.77,5809127.73,0.7380853071795865,4.28,0.249,-0.0003,-0.249,Car,2.0032,4.7771,
30,0.967633,23756,619292.88,5809127.83,0.738685307179586,4.27,0.2158,0.0168,-0.2151,Car,2.0032,4.7771,
31,1.001,23756,619292.99,5809127.93,0.7393853071795862,4.27,0.1938,0.0354,-0.1906,Car,2.0032,4.7771,
32,1.034367,23756,619293.09,5809128.03,0.7400853071795863,4.26,0.1848,0.0554,-0.1763,Car,2.0032,4.7771,
33,1.067733,23756,619293.2,5809128.12,0.7408853071795862,4.26,0.1663,0.077,-0.1473,Car,2.0032,4.7771,
34,1.1011,23756,619293.3,5809128.22,0.7415853071795864,4.25,0.1436,0.0997,-0.1033,Car,2.0032,4.7771,
35,1.134467,23756,619293.4,5809128.32,0.7422853071795865,4.25,0.1319,0.1243,-0.0442,Car,2.0032,4.7771,
36,1.167833,23756,619293.51,5809128.41,0.7429853071795867,4.25,0.1501,0.15,0.0055,Car,2.0032,4.7771,
37,1.2012,23756,619293.61,5809128.51,0.7434853071795864,4.25,0.183,0.1774,0.0449,Car,2.0032,4.7771,
38,1.234567,23756,619293.71,5809128.6,0.7438853071795863,4.25,0.2287,0.2061,0.099,Car,2.0032,4.7771,
39,1.267933,23756,619293.81,5809128.69,0.7441853071795865,4.26,0.2902,0.2364,0.1684,Car,2.0032,4.7771,
40,1.3013,23756,619293.91,5809128.79,0.7442853071795863,4.26,0.3687,0.2682,0.2529,Car,2.0032,4.7771,
41,1.334667,23756,619294.01,5809128.88,0.7441853071795865,4.27,0.4268,0.3095,0.2939,Car,2.0032,4.7771,
42,1.368033,23756,619294.11,5809128.97,0.7439853071795861,4.28,0.4853,0.3356,0.3505,Car,2.0032,4.7771,
43,1.4014,23756,619294.21,5809129.06,0.7435853071795862,4.3,0.5586,0.3707,0.4179,Car,2.0032,4.7771,
44,1.434767,23756,619294.31,5809129.16,0.742885307179586,4.31,0.6451,0.4071,0.5004,Car,2.0032,4.7771,
45,1.468133,23756,619294.42,5809129.25,0.7419853071795863,4.33,0.7449,0.4444,0.5978,Car,2.0032,4.7771,
46,1.5015,23756,619294.52,5809129.34,0.7408853071795862,4.35,0.863,0.483,0.7152,Car,2.0032,4.7771,
47,1.534867,23756,619294.62,5809129.43,0.7395853071795866,4.38,0.9798,0.522,0.8291,Car,2.0032,4.7771,
48,1.568233,23756,619294.73,5809129.52,0.7379853071795859,4.41,1.0803,0.5603,0.9237,Car,2.0032,4.7771,
49,1.6016,23756,619294.84,5809129.62,0.7360853071795859,4.44,1.1727,0.5973,1.0092,Car,2.0032,4.7771,
50,1.634967,23756,619294.94,5809129.71,0.7339853071795863,4.47,1.2568,0.6334,1.0855,Car,2.0032,4.7771,
51,1.668333,23756,619295.05,5809129.8,0.7315853071795866,4.51,1.3459,0.6682,1.1683,Car,2.0032,4.7771,
52,1.7017,23756,619295.17,5809129.9,0.7289853071795864,4.55,1.4498,0.7019,1.2685,Car,2.0032,4.7771,
53,1.735067,23756,619295.28,5809129.99,0.7259853071795863,4.6,1.5466,0.735,1.3608,Car,2.0032,4.7771,
54,1.768433,23756,619295.39,5809130.09,0.7227853071795867,4.64,1.6245,0.767,1.4321,Car,2.0032,4.7771,
55,1.8018,23756,619295.51,5809130.18,0.7192853071795859,4.69,1.6837,0.7986,1.4822,Car,2.0032,4.7771,
56,1.835167,23756,619295.63,5809130.28,0.7154853071795859,4.74,1.7327,0.8287,1.5216,Car,2.0032,4.7771,
57,1.868533,23756,619295.75,5809130.37,0.7112853071795859,4.79,1.794,0.8583,1.5754,Car,2.0032,4.7771,
58,1.9019,23756,619295.88,5809130.47,0.7068853071795864,4.85,1.8579,0.8873,1.6324,Car,2.0032,4.7771,
59,1.935267,23756,619296.01,5809130.57,0.7020853071795861,4.9,1.9033,0.9158,1.6685,Car,2.0032,4.7771,
60,1.968633,23756,619296.14,5809130.67,0.6971853071795859,4.96,1.9297,0.9433,1.6834,Car,2.0032,4.7771,
61,2.002,23756,619296.27,5809130.77,0.6919853071795865,5.01,1.9469,0.9705,1.6878,Car,2.0032,4.7771,
62,2.035367,23756,619296.41,5809130.87,0.6865853071795867,5.07,1.976,0.9971,1.7059,Car,2.0032,4.7771,
63,2.068733,23756,619296.54,5809130.97,0.6808853071795866,5.13,2.0083,1.0234,1.7279,Car,2.0032,4.7771,
64,2.1021,23756,619296.69,5809131.07,0.6750853071795859,5.19,2.0223,1.0491,1.7288,Car,2.0032,4.7771,
65,2.135467,23756,619296.83,5809131.17,0.6690853071795866,5.24,2.0181,1.0745,1.7083,Car,2.0032,4.7771,
66,2.168833,23756,619296.98,5809131.28,0.6629853071795866,5.3,2.0056,1.0993,1.6775,Car,2.0032,4.7771,
67,2.2022,23756,619297.13,5809131.38,0.6566853071795862,5.35,2.0048,1.1235,1.6604,Car,2.0032,4.7771,
68,2.235567,23756,619297.28,5809131.48,0.6503853071795866,5.41,2.0075,1.1475,1.6472,Car,2.0032,4.7771,
69,2.268933,23756,619297.43,5809131.58,0.6438853071795858,5.46,1.993,1.1707,1.6129,Car,2.0032,4.7771,
70,2.3023,23756,619297.59,5809131.69,0.6372853071795861,5.52,1.9621,1.1938,1.5572,Car,2.0032,4.7771,
71,2.335667,23756,619297.75,5809131.79,0.6305853071795866,5.57,1.979,1.2177,1.56,Car,2.0032,4.7771,
72,2.369033,23756,619297.91,5809131.89,0.6237853071795865,5.62,1.9672,1.233,1.5328,Car,2.0032,4.7771,
73,2.4024,23756,619298.07,5809131.99,0.6169853071795863,5.67,1.9423,1.257,1.4807,Car,2.0032,4.7771,
74,2.435767,23756,619298.23,5809132.09,0.6099853071795867,5.72,1.922,1.281,1.4329,Car,2.0032,4.7771,
75,2.469133,23756,619298.4,5809132.19,0.6029853071795861,5.77,1.9057,1.3046,1.3892,Car,2.0032,4.7771,
76,2.5025,23756,619298.57,5809132.29,0.5958853071795867,5.81,1.8851,1.3275,1.3385,Car,2.0032,4.7771,
77,2.535867,23756,619298.74,5809132.39,0.5886853071795866,5.86,1.855,1.347,1.2754,Car,2.0032,4.7771,
78,2.569233,23756,619298.91,5809132.49,0.5814853071795865,5.9,1.8298,1.3629,1.221,Car,2.0032,4.7771,
79,2.6026,23756,619299.08,5809132.59,0.574085307179586,5.94,1.8145,1.3751,1.1839,Car,2.0032,4.7771,
80,2.635967,23756,619299.26,5809132.69,0.5666853071795863,5.98,1.8087,1.3838,1.1647,Car,2.0032,4.7771,
81,2.669333,23756,619299.43,5809132.78,0.5592853071795858,6.02,1.8104,1.3887,1.1616,Car,2.0032,4.7771,
82,2.7027,23756,619299.61,5809132.88,0.5516853071795866,6.05,1.8036,1.3896,1.1498,Car,2.0032,4.7771,
83,2.736067,23756,619299.79,5809132.97,0.5440853071795866,6.09,1.7844,1.3863,1.1235,Car,2.0032,4.7771,
84,2.769433,23756,619299.97,5809133.07,0.5363853071795859,6.13,1.7614,1.3785,1.0965,Car,2.0032,4.7771,
85,2.8028,23756,619300.16,5809133.16,0.5285853071795863,6.17,1.7349,1.3668,1.0686,Car,2.0032,4.7771,
86,2.836167,23756,619300.34,5809133.25,0.5207853071795858,6.2,1.7118,1.3507,1.0516,Car,2.0032,4.7771,
87,2.869533,23756,619300.53,5809133.34,0.512685307179586,6.24,1.6863,1.3309,1.0355,Car,2.0032,4.7771,
88,2.9029,23756,619300.72,5809133.43,0.5045853071795863,6.27,1.6499,1.3063,1.0079,Car,2.0032,4.7771,
89,2.936267,23756,619300.91,5809133.52,0.49638530717958584,6.3,1.6098,1.2775,0.9796,Car,2.0032,4.7771,
90,2.969633,23756,619301.1,5809133.61,0.48808530717958654,6.33,1.5655,1.2442,0.9501,Car,2.0032,4.7771,
91,3.003,23756,619301.29,5809133.69,0.4796853071795866,6.37,1.525,1.2069,0.9321,Car,2.0032,4.7771,
92,3.036367,23756,619301.49,5809133.78,0.47118530717958595,6.4,1.4809,1.1649,0.9144,Car,2.0032,4.7771,
93,3.069733,23756,619301.68,5809133.86,0.46258530717958646,6.43,1.4266,1.1185,0.8855,Car,2.0032,4.7771,
94,3.1031,23756,619301.88,5809133.94,0.45408530717958584,6.46,1.3681,1.0674,0.8558,Car,2.0032,4.7771,
95,3.136467,23756,619302.08,5809134.02,0.4456853071795859,6.48,1.3059,1.0122,0.8251,Car,2.0032,4.7771,
96,3.169833,23756,619302.28,5809134.1,0.43738530717958657,6.51,1.2476,0.9525,0.8056,Car,2.0032,4.7771,
97,3.2032,23756,619302.49,5809134.18,0.4292853071795859,6.54,1.1867,0.8886,0.7866,Car,2.0032,4.7771,
98,3.236567,23756,619302.69,5809134.26,0.4214853071795863,6.56,1.116,0.8205,0.7564,Car,2.0032,4.7771,
99,3.269933,23756,619302.9,5809134.34,0.41388530717958627,6.59,1.0418,0.7479,0.7253,Car,2.0032,4.7771,
100,3.3033,23756,619303.11,5809134.41,0.4066853071795862,6.61,0.9651,0.6713,0.6934,Car,2.0032,4.7771,
101,3.336667,23756,619303.32,5809134.49,0.39978530717958627,6.63,0.8586,0.5878,0.6258,Car,2.0032,4.7771,
102,3.370033,23756,619303.53,5809134.57,0.3933853071795861,6.65,0.7285,0.5017,0.5282,Car,2.0032,4.7771,
103,3.4034,23756,619303.74,5809134.64,0.38738530717958586,6.67,0.6553,0.4119,0.5097,Car,2.0032,4.7771,
104,3.436767,23756,619303.95,5809134.72,0.3817853071795865,6.69,0.5834,0.3178,0.4893,Car,2.0032,4.7771,
105,3.470133,23756,619304.17,5809134.8,0.3766853071795859,6.7,0.5002,0.2203,0.449,Car,2.0032,4.7771,
106,3.5035,23756,619304.38,5809134.87,0.372085307179586,6.72,0.4376,0.1182,0.4214,Car,2.0032,4.7771,
107,3.536867,23756,619304.6,5809134.95,0.367885307179586,6.73,0.3948,0.0137,0.3945,Car,2.0032,4.7771,
108,3.570233,23756,619304.81,5809135.02,0.3642853071795864,6.74,0.3892,-0.0907,0.3784,Car,2.0032,4.7771,
109,3.6036,23756,619305.03,5809135.1,0.3611853071795865,6.76,0.4107,-0.1943,0.3618,Car,2.0032,4.7771,
110,3.636967,23756,619305.24,5809135.18,0.35868530717958613,6.77,0.4553,-0.2969,0.3452,Car,2.0032,4.7771,
111,3.670333,23756,619305.46,5809135.25,0.3565853071795866,6.78,0.515,-0.3987,0.3259,Car,2.0032,4.7771,
112,3.7037,23756,619305.67,5809135.33,0.35508530717958653,6.79,0.5815,-0.4995,0.2978,Car,2.0032,4.7771,
113,3.737067,23756,619305.89,5809135.41,0.3540853071795862,6.8,0.6564,-0.5992,0.2682,Car,2.0032,4.7771,
114,3.770433,23756,619306.11,5809135.49,0.35368530717958624,6.81,0.7374,-0.6974,0.2396,Car,2.0032,4.7771,
115,3.8038,23756,619306.32,5809135.57,0.35368530717958624,6.82,0.8221,-0.7942,0.2123,Car,2.0032,4.7771,
116,3.837167,23756,619306.54,5809135.65,0.3542853071795866,6.82,0.9114,-0.8901,0.1961,Car,2.0032,4.7771,
117,3.870533,23756,619306.75,5809135.73,0.3554853071795865,6.83,1.0007,-0.9845,0.1792,Car,2.0032,4.7771,
118,3.9039,23756,619306.96,5809135.81,0.3571853071795861,6.83,1.0884,-1.0779,0.1512,Car,2.0032,4.7771,
119,3.937267,23756,619307.17,5809135.89,0.3593853071795863,6.84,1.1762,-1.1696,0.1247,Car,2.0032,4.7771,
120,3.970633,23756,619307.38,5809135.98,0.3620853071795862,6.84,1.2641,-1.2601,0.0994,Car,2.0032,4.7771,
121,4.004,23756,619307.59,5809136.06,0.3651853071795861,6.84,1.3492,-1.3478,0.061,Car,2.0032,4.7771,
122,4.037367,23756,619307.8,5809136.15,0.36888530717958634,6.85,1.4349,-1.4344,0.0405,Car,2.0032,4.7771,
123,4.070733,23756,619308,5809136.24,0.3730853071795863,6.85,1.5195,-1.5195,0.0094,Car,2.0032,4.7771,
124,4.1041,23756,619308.21,5809136.33,0.377785307179586,6.85,1.6029,-1.6027,-0.0203,Car,2.0032,4.7771,
125,4.137467,23756,619308.42,5809136.42,0.3828853071795866,6.85,1.6851,-1.6844,-0.049,Car,2.0032,4.7771,
126,4.170833,23756,619308.63,5809136.51,0.38848530717958596,6.84,1.7677,-1.7652,-0.0945,Car,2.0032,4.7771,
127,4.2042,23756,619308.83,5809136.61,0.3944853071795862,6.84,1.8468,-1.8429,-0.1196,Car,2.0032,4.7771,
128,4.237567,23756,619309.04,5809136.71,0.40088530717958637,6.84,1.9246,-1.9191,-0.1452,Car,2.0032,4.7771,
129,4.270933,23756,619309.25,5809136.81,0.4076853071795865,6.83,1.9995,-1.9932,-0.1595,Car,2.0032,4.7771,
130,4.3043,23756,619309.45,5809136.91,0.4148853071795866,6.82,2.0719,-2.0656,-0.1623,Car,2.0032,4.7771,
131,4.337667,23756,619309.66,5809137.02,0.42248530717958666,6.82,2.1417,-2.1356,-0.1617,Car,2.0032,4.7771,
132,4.371033,23756,619309.86,5809137.13,0.43048530717958666,6.81,2.2032,-2.1999,-0.1217,Car,2.0032,4.7771,
133,4.4044,23756,619310.06,5809137.24,0.43878530717958597,6.81,2.2664,-2.2632,-0.1196,Car,2.0032,4.7771,
134,4.437767,23756,619310.26,5809137.35,0.4474853071795861,6.81,2.3258,-2.3228,-0.1179,Car,2.0032,4.7771,
135,4.471133,23756,619310.46,5809137.46,0.45658530717958623,6.8,2.3815,-2.3787,-0.1157,Car,2.0032,4.7771,
136,4.5045,23756,619310.66,5809137.58,0.4659853071795865,6.8,2.434,-2.432,-0.0983,Car,2.0032,4.7771,
137,4.537867,23756,619310.86,5809137.7,0.4756853071795861,6.8,2.483,-2.4809,-0.1033,Car,2.0032,4.7771,
138,4.571233,23756,619311.05,5809137.82,0.48578530717958657,6.79,2.5299,-2.5275,-0.1097,Car,2.0032,4.7771,
139,4.6046,23756,619311.25,5809137.94,0.4961853071795863,6.79,2.5744,-2.5713,-0.1262,Car,2.0032,4.7771,
140,4.637967,23756,619311.44,5809138.07,0.5068853071795862,6.78,2.6173,-2.6128,-0.1533,Car,2.0032,4.7771,
141,4.671333,23756,619311.62,5809138.19,0.5178853071795864,6.78,2.6586,-2.6522,-0.1836,Car,2.0032,4.7771,
142,4.7047,23756,619311.81,5809138.32,0.5291853071795867,6.77,2.6979,-2.6893,-0.2151,Car,2.0032,4.7771,
143,4.738067,23756,619311.99,5809138.45,0.5407853071795863,6.76,2.7352,-2.7241,-0.2466,Car,2.0032,4.7771,
144,4.771433,23756,619312.17,5809138.59,0.5527853071795858,6.76,2.7705,-2.7567,-0.2768,Car,2.0032,4.7771,
145,4.8048,23756,619312.35,5809138.72,0.5649853071795858,6.75,2.8037,-2.787,-0.3055,Car,2.0032,4.7771,
146,4.838167,23756,619312.53,5809138.86,0.5775853071795867,6.73,2.8334,-2.8147,-0.3252,Car,2.0032,4.7771,
147,4.871533,23756,619312.7,5809139,0.5904853071795859,6.72,2.8617,-2.8407,-0.3462,Car,2.0032,4.7771,
148,4.9049,23756,619312.87,5809139.15,0.6035853071795865,6.71,2.8887,-2.8642,-0.3753,Car,2.0032,4.7771,
149,4.938267,23756,619313.04,5809139.29,0.6169853071795863,6.7,2.9139,-2.8859,-0.4027,Car,2.0032,4.7771,
150,4.971633,23756,619313.2,5809139.44,0.6305853071795866,6.68,2.9369,-2.9054,-0.4289,Car,2.0032,4.7771,
151,5.005,23756,619313.37,5809139.59,0.6443853071795864,6.67,2.957,-2.9232,-0.4461,Car,2.0032,4.7771,
152,5.038367,23756,619313.53,5809139.74,0.658285307179586,6.66,2.9733,-2.9405,-0.4402,Car,2.0032,4.7771,
153,5.071733,23756,619313.69,5809139.9,0.672385307179586,6.64,2.9919,-2.9561,-0.4615,Car,2.0032,4.7771,
154,5.1051,23756,619313.85,5809140.06,0.686485307179586,6.62,3.0085,-2.9698,-0.4811,Car,2.0032,4.7771,
155,5.138467,23756,619314,5809140.22,0.7007853071795864,6.61,3.0237,-2.9822,-0.4993,Car,2.0032,4.7771,
156,5.171833,23756,619314.15,5809140.38,0.715085307179586,6.59,3.0444,-2.9909,-0.5683,Car,2.0032,4.7771,
157,5.2052,23756,619314.3,5809140.54,0.7293853071795864,6.57,3.0482,-2.9979,-0.5515,Car,2.0032,4.7771,
158,5.238567,23756,619314.45,5809140.71,0.7437853071795866,6.55,3.0575,-3.0052,-0.5629,Car,2.0032,4.7771,
159,5.271933,23756,619314.59,5809140.87,0.7582853071795865,6.53,3.0671,-3.0114,-0.582,Car,2.0032,4.7771,
160,5.3053,23756,619314.73,5809141.04,0.7727853071795865,6.51,3.0776,-3.017,-0.608,Car,2.0032,4.7771,
161,5.338667,23756,619314.87,5809141.21,0.7872853071795864,6.49,3.0884,-3.0212,-0.6407,Car,2.0032,4.7771,
162,5.372033,23756,619315,5809141.39,0.8018853071795862,6.47,3.0965,-3.0237,-0.6675,Car,2.0032,4.7771,
163,5.4054,23756,619315.13,5809141.56,0.8164853071795859,6.45,3.1026,-3.0252,-0.6887,Car,2.0032,4.7771,
164,5.438767,23756,619315.26,5809141.74,0.8310853071795865,6.43,3.109,-3.0263,-0.7123,Car,2.0032,4.7771,
165,5.472133,23756,619315.39,5809141.91,0.845785307179586,6.4,3.1161,-3.0274,-0.7382,Car,2.0032,4.7771,
166,5.5055,23756,619315.51,5809142.09,0.8604853071795864,6.38,3.1248,-3.0278,-0.7727,Car,2.0032,4.7771,
167,5.538867,23756,619315.63,5809142.27,0.8752853071795865,6.35,3.134,-3.0271,-0.8117,Car,2.0032,4.7771,
168,5.572233,23756,619315.74,5809142.45,0.8900853071795867,6.32,3.1413,-3.026,-0.8429,Car,2.0032,4.7771,
169,5.6056,23756,619315.86,5809142.63,0.9049853071795866,6.29,3.145,-3.0238,-0.8647,Car,2.0032,4.7771,
170,5.638967,23756,619315.96,5809142.81,0.9198853071795865,6.26,3.1459,-3.0209,-0.8778,Car,2.0032,4.7771,
171,5.672333,23756,619316.07,5809143,0.934985307179586,6.24,3.1454,-3.0169,-0.8895,Car,2.0032,4.7771,
172,5.7057,23756,619316.17,5809143.18,0.9498853071795859,6.21,3.1458,-3.0122,-0.9073,Car,2.0032,4.7771,
173,5.739067,23756,619316.27,5809143.36,0.9649853071795862,6.17,3.1445,-3.006,-0.9232,Car,2.0032,4.7771,
174,5.772433,23756,619316.36,5809143.54,0.9800853071795865,6.14,3.1396,-2.9986,-0.9302,Car,2.0032,4.7771,
175,5.8058,23756,619316.45,5809143.73,0.9953853071795864,6.11,3.1312,-2.9904,-0.9283,Car,2.0032,4.7771,
176,5.839167,23756,619316.54,5809143.91,1.010785307179586,6.08,3.1211,-2.9809,-0.9248,Car,2.0032,4.7771,
177,5.872533,23756,619316.62,5809144.09,1.0262853071795863,6.05,3.112,-2.9706,-0.9276,Car,2.0032,4.7771,
178,5.9059,23756,619316.7,5809144.28,1.0418853071795864,6.02,3.1006,-2.9584,-0.9283,Car,2.0032,4.7771,
179,5.939267,23756,619316.77,5809144.46,1.057685307179586,5.99,3.0854,-2.945,-0.9203,Car,2.0032,4.7771,
180,5.972633,23756,619316.85,5809144.65,1.0734853071795865,5.96,3.0664,-2.9304,-0.9033,Car,2.0032,4.7771,
181,6.006,23756,619316.91,5809144.83,1.0893853071795858,5.93,3.0456,-2.9143,-0.8848,Car,2.0032,4.7771,
182,6.039367,23756,619316.98,5809145.02,1.105285307179586,5.9,3.0253,-2.8968,-0.8724,Car,2.0032,4.7771,
183,6.072733,23756,619317.04,5809145.2,1.121285307179586,5.87,3.0031,-2.8778,-0.8582,Car,2.0032,4.7771,
184,6.1061,23756,619317.1,5809145.38,1.137285307179586,5.84,2.9766,-2.8571,-0.835,Car,2.0032,4.7771,
185,6.139467,23756,619317.15,5809145.57,1.153285307179586,5.81,2.9463,-2.8349,-0.8028,Car,2.0032,4.7771,
186,6.172833,23756,619317.2,5809145.75,1.1693853071795859,5.79,2.9141,-2.8127,-0.7618,Car,2.0032,4.7771,
187,6.2062,23756,619317.25,5809145.94,1.185385307179586,5.76,2.8691,-2.7896,-0.6709,Car,2.0032,4.7771,
188,6.239567,23756,619317.29,5809146.12,1.201385307179586,5.74,2.8385,-2.7648,-0.6428,Car,2.0032,4.7771,
189,6.272933,23756,619317.33,5809146.31,1.217385307179586,5.72,2.8058,-2.738,-0.613,Car,2.0032,4.7771,
190,6.3063,23756,619317.37,5809146.49,1.233385307179586,5.7,2.7715,-2.7099,-0.5812,Car,2.0032,4.7771,
191,6.339667,23756,619317.41,5809146.68,1.2492853071795862,5.68,2.7344,-2.6798,-0.5437,Car,2.0032,4.7771,
192,6.373033,23756,619317.44,5809146.86,1.2651853071795864,5.67,2.6963,-2.6489,-0.5034,Car,2.0032,4.7771,
193,6.4064,23756,619317.47,5809147.05,1.280985307179586,5.65,2.6601,-2.6184,-0.4691,Car,2.0032,4.7771,
194,6.439767,23756,619317.49,5809147.23,1.2967853071795865,5.63,2.6259,-2.5885,-0.4417,Car,2.0032,4.7771,
195,6.473133,23756,619317.51,5809147.41,1.3124853071795863,5.62,2.5934,-2.5589,-0.4212,Car,2.0032,4.7771,
196,6.5065,23756,619317.53,5809147.6,1.3280853071795864,5.61,2.5619,-2.5299,-0.4037,Car,2.0032,4.7771,
197,6.539867,23756,619317.55,5809147.78,1.3435853071795858,5.59,2.5306,-2.5018,-0.3808,Car,2.0032,4.7771,
198,6.573233,23756,619317.57,5809147.97,1.3589853071795863,5.58,2.5,-2.4747,-0.355,Car,2.0032,4.7771,
199,6.6066,23756,619317.58,5809148.15,1.374385307179586,5.57,2.471,-2.4484,-0.3336,Car,2.0032,4.7771,
200,6.639967,23756,619317.59,5809148.34,1.389585307179586,5.56,2.4437,-2.4231,-0.3161,Car,2.0032,4.7771,
201,6.673333,23756,619317.59,5809148.52,1.4047853071795862,5.55,2.4178,-2.3986,-0.3038,Car,2.0032,4.7771,
202,6.7067,23756,619317.6,5809148.71,1.4198853071795865,5.54,2.3931,-2.3756,-0.2887,Car,2.0032,4.7771,
203,6.740067,23756,619317.6,5809148.89,1.4347853071795864,5.53,2.3683,-2.3529,-0.2699,Car,2.0032,4.7771,
204,6.773433,23756,619317.6,5809149.07,1.4496853071795863,5.52,2.3458,-2.3319,-0.2551,Car,2.0032,4.7771,
205,6.8068,23756,619317.59,5809149.26,1.4643853071795858,5.51,2.325,-2.3121,-0.2444,Car,2.0032,4.7771,
206,6.840167,23756,619317.59,5809149.44,1.4789853071795864,5.5,2.3052,-2.2928,-0.2386,Car,2.0032,4.7771,
207,6.873533,23756,619317.58,5809149.63,1.4933853071795866,5.5,2.2869,-2.2752,-0.2304,Car,2.0032,4.7771,
208,6.9069,23756,619317.57,5809149.81,1.5076853071795862,5.49,2.2693,-2.2588,-0.2181,Car,2.0032,4.7771,
209,6.940267,23756,619317.55,5809149.99,1.521885307179586,5.48,2.253,-2.2432,-0.2104,Car,2.0032,4.7771,
210,6.973633,23756,619317.54,5809150.18,1.5358853071795862,5.47,2.2388,-2.2292,-0.2063,Car,2.0032,4.7771,
211,7.007,23756,619317.52,5809150.36,1.5498853071795864,5.47,2.2261,-2.2164,-0.2074,Car,2.0032,4.7771,
212,7.040367,23756,619317.5,5809150.54,1.5636853071795862,5.46,2.2142,-2.2046,-0.2058,Car,2.0032,4.7771,
213,7.073733,23756,619317.48,5809150.72,1.5773853071795862,5.45,2.2034,-2.1942,-0.2006,Car,2.0032,4.7771,
214,7.1071,23756,619317.45,5809150.9,1.5909853071795865,5.45,2.1938,-2.1848,-0.1993,Car,2.0032,4.7771,
215,7.140467,23756,619317.42,5809151.08,1.604585307179586,5.44,2.1865,-2.1771,-0.2021,Car,2.0032,4.7771,
216,7.173833,23756,619317.39,5809151.26,1.6180853071795864,5.43,2.1809,-2.1755,-0.1541,Car,2.0032,4.7771,
217,7.2072,23756,619317.36,5809151.44,1.6314853071795863,5.43,2.1765,-2.1701,-0.1664,Car,2.0032,4.7771,
